0,55.4756342,10.3284530,13.13,333
1,55.4756400,10.3284542,13.85,350
2,55.4756370,10.3284547,16.02,353
3,55.4756353,10.3284516,17.76,352
4,55.4756441,10.3283982,18.13,311
5,55.4756611,10.3283311,18.55,282
6,55.4757213,10.3282731,20.01,315
7,55.4757829,10.3282020,21.62,327
8,55.4758397,10.3281380,23.06,333
9,55.4759141,10.3281010,24.24,349
10,55.4760505,10.3280441,25.62,346
11,55.4761979,10.3279857,26.96,346
12,55.4763432,10.3279261,28.20,348
13,55.4764923,10.3278649,29.52,347
14,55.4766422,10.3278059,30.92,347
15,55.4767641,10.3277558,32.14,346
16,55.4768339,10.3277270,32.69,349
17,55.4768665,10.3277135,32.92,348
18,55.4768593,10.3276747,33.06,303
19,55.4768228,10.3275847,33.05,236
20,55.4767567,10.3273691,33.02,237
21,55.4766689,10.3271125,32.93,237
22,55.4765936,10.3268984,33.20,234
23,55.4765431,10.3267499,33.28,245
24,55.4765189,10.3266794,33.13,233
25,55.4764984,10.3266761,34.58,205
26,55.4764763,10.3266995,36.72,153
27,55.4764664,10.3267028,37.66,152
28,55.4764802,10.3267485,37.83,106
29,55.4765365,10.3268957,37.85,59
30,55.4766213,10.3271446,37.97,60
31,55.4767116,10.3273908,38.09,58
32,55.4767773,10.3275659,38.10,54
33,55.4768165,10.3276714,38.15,55
34,55.4768348,10.3277172,38.13,54
35,55.4768164,10.3276986,37.91,97
36,55.4767497,10.3275982,36.97,197
37,55.4766297,10.3274534,35.41,213
38,55.4765460,10.3273546,34.25,216
39,55.4765020,10.3272934,33.55,218
40,55.4764713,10.3272787,32.92,188
41,55.4764109,10.3273375,31.26,159
42,55.4762967,10.3274109,29.33,165
43,55.4761812,10.3274852,26.80,159
44,55.4760645,10.3275684,24.23,159
45,55.4759442,10.3276486,21.88,162
46,55.4758461,10.3277177,19.80,150
47,55.4757900,10.3277520,18.43,158
48,55.4757687,10.3277821,16.67,152
49,55.4757455,10.3279023,16.66,115
50,55.4757110,10.3280181,16.97,115
51,55.4756766,10.3281446,17.06,114
52,55.4756508,10.3282449,17.08,113
53,55.4756398,10.3282892,16.88,112
54,55.4756356,10.3283043,15.76,112
55,55.4756349,10.3283076,14.60,114
56,55.4756348,10.3283101,13.66,110
57,55.4756349,10.3283115,13.81,110
