0,55.4756222,10.3284219,13.88,317
1,55.4756217,10.3284255,14.21,322
2,55.4756218,10.3284259,16.40,337
3,55.4756221,10.3284234,18.22,337
4,55.4756451,10.3283610,18.79,301
5,55.4757005,10.3282967,19.91,326
6,55.4757718,10.3282145,21.80,327
7,55.4758300,10.3281497,23.16,328
8,55.4758915,10.3281308,24.66,359
9,55.4759766,10.3281322,27.29,1
10,55.4760557,10.3281343,29.79,3
11,55.4761275,10.3281386,31.97,3
12,55.4761614,10.3281420,32.97,6
13,55.4761686,10.3281295,33.27,342
14,55.4761597,10.3281065,33.33,265
15,55.4761524,10.3280902,33.43,237
16,55.4761457,10.3280662,33.44,240
17,55.4761363,10.3280427,33.48,239
18,55.4761264,10.3280156,33.47,239
19,55.4761174,10.3279891,33.49,241
20,55.4761089,10.3279630,33.48,241
21,55.4761017,10.3279394,33.52,239
22,55.4760936,10.3279177,33.52,240
23,55.4760867,10.3278929,33.53,240
24,55.4760787,10.3278658,33.48,240
25,55.4760689,10.3278381,33.54,239
26,55.4760611,10.3278131,33.62,240
27,55.4760518,10.3277866,33.64,242
28,55.4760426,10.3277572,33.61,240
29,55.4760348,10.3277347,33.60,240
30,55.4760266,10.3277097,33.58,239
31,55.4760188,10.3276852,33.51,235
32,55.4760109,10.3276626,33.56,240
33,55.4760027,10.3276353,33.58,240
34,55.4759951,10.3276119,33.70,240
35,55.4759883,10.3275888,33.34,238
36,55.4759783,10.3275812,32.58,221
37,55.4759588,10.3276418,30.43,138
38,55.4759250,10.3277354,27.82,114
39,55.4758949,10.3278204,24.91,122
40,55.4758712,10.3279082,22.46,126
41,55.4758439,10.3279871,19.83,113
42,55.4758190,10.3280626,17.60,127
43,55.4757606,10.3281439,17.49,144
44,55.4756933,10.3282316,17.65,144
45,55.4756530,10.3282853,17.68,144
46,55.4756378,10.3283035,16.81,146
47,55.4756354,10.3283086,15.35,146
48,55.4756344,10.3283105,14.07,146
49,55.4756355,10.3283078,13.49,135
50,55.4756352,10.3283060,13.31,135
