0,55.4756135,10.3283774,12.99,333
1,55.4756130,10.3283772,13.36,341
2,55.4756113,10.3283768,15.21,349
3,55.4756134,10.3283759,17.08,351
4,55.4756291,10.3283561,18.01,328
5,55.4756922,10.3282973,18.93,327
6,55.4757582,10.3282325,20.54,327
7,55.4758207,10.3281621,22.18,326
8,55.4758955,10.3280913,23.57,339
9,55.4760265,10.3280063,24.91,342
10,55.4761664,10.3279169,26.13,342
11,55.4763096,10.3278306,27.43,340
12,55.4764551,10.3277397,28.83,340
13,55.4766015,10.3276506,30.04,340
14,55.4767347,10.3275655,31.45,340
15,55.4768219,10.3275121,32.23,340
16,55.4768631,10.3274882,32.64,333
17,55.4768634,10.3274564,34.86,308
18,55.4768342,10.3274258,38.48,226
19,55.4768045,10.3273809,43.23,214
20,55.4767735,10.3273369,47.63,215
21,55.4767393,10.3272968,52.14,215
22,55.4767029,10.3272553,56.89,215
23,55.4766674,10.3272105,61.94,215
24,55.4766305,10.3271650,67.00,216
25,55.4765948,10.3271189,71.91,216
26,55.4765585,10.3270729,76.94,216
27,55.4765205,10.3270242,82.03,216
28,55.4764845,10.3269741,86.98,215
29,55.4764479,10.3269256,91.92,216
30,55.4764112,10.3268774,96.77,215
31,55.4763739,10.3268323,101.93,217
32,55.4763395,10.3267867,107.08,216
33,55.4763176,10.3267576,110.60,216
34,55.4763076,10.3267447,111.93,217
35,55.4763097,10.3267334,112.45,229
36,55.4763709,10.3266660,112.75,301
37,55.4764750,10.3265356,113.36,321
38,55.4765489,10.3264309,113.76,326
39,55.4765906,10.3263760,113.80,323
40,55.4766112,10.3263519,114.00,336
41,55.4766144,10.3263902,114.06,20
42,55.4765972,10.3265214,114.11,97
43,55.4765944,10.3267465,114.16,94
44,55.4765870,10.3269929,114.14,99
45,55.4765746,10.3272548,114.10,95
46,55.4765642,10.3275110,114.11,93
47,55.4765577,10.3277106,114.13,84
48,55.4765550,10.3278178,113.88,91
49,55.4765496,10.3278459,113.09,108
50,55.4765442,10.3278155,111.50,188
51,55.4765404,10.3277858,109.39,236
52,55.4765257,10.3277561,107.25,238
53,55.4765157,10.3277239,104.71,242
54,55.4765075,10.3276909,102.30,239
55,55.4764976,10.3276544,99.76,241
56,55.4764866,10.3276177,97.31,241
57,55.4764791,10.3275857,94.49,241
58,55.4764685,10.3275517,91.98,242
59,55.4764553,10.3275147,89.43,239
60,55.4764480,10.3274845,86.84,243
61,55.4764384,10.3274538,84.45,239
62,55.4764272,10.3274194,81.90,242
63,55.4764173,10.3273871,79.39,242
64,55.4764068,10.3273543,76.76,241
65,55.4763981,10.3273208,74.18,241
66,55.4763868,10.3272929,71.74,243
67,55.4763776,10.3272586,69.40,238
68,55.4763671,10.3272229,66.78,241
69,55.4763585,10.3271904,64.15,243
70,55.4763479,10.3271592,61.74,244
71,55.4763371,10.3271271,59.27,242
72,55.4763251,10.3270933,56.74,237
73,55.4763191,10.3270601,53.97,248
74,55.4763068,10.3270256,51.51,239
75,55.4762973,10.3269919,48.89,242
76,55.4762867,10.3269598,46.33,240
77,55.4762777,10.3269266,43.74,248
78,55.4762671,10.3268948,41.22,244
79,55.4762571,10.3268603,38.79,242
80,55.4762483,10.3268291,36.34,244
81,55.4762378,10.3267959,34.05,238
82,55.4762172,10.3268355,32.87,182
83,55.4761522,10.3269788,30.88,132
84,55.4760730,10.3271303,28.56,130
85,55.4759964,10.3272890,26.12,133
86,55.4759203,10.3274542,23.57,130
87,55.4758453,10.3276128,21.14,126
88,55.4757895,10.3277279,19.29,121
89,55.4757534,10.3278420,18.68,110
90,55.4757231,10.3279652,18.80,115
91,55.4756910,10.3280876,18.84,114
92,55.4756597,10.3282094,19.03,113
93,55.4756423,10.3282774,18.99,114
94,55.4756367,10.3283042,18.14,111
95,55.4756355,10.3283069,16.99,114
96,55.4756346,10.3283076,15.67,114
97,55.4756356,10.3283055,14.46,112
98,55.4756366,10.3283054,13.78,110
99,55.4756369,10.3283049,13.81,110
