0,55.4756295,10.3282957,19.20,239
1,55.4756747,10.3282623,19.97,232
2,55.4757509,10.3282101,21.61,294
3,55.4758120,10.3281611,23.02,332
4,55.4758556,10.3281279,23.93,347
5,55.4759312,10.3281569,26.53,9
6,55.4760029,10.3281748,29.00,10
7,55.4760748,10.3281978,31.49,8
8,55.4761267,10.3282080,33.29,2
9,55.4761167,10.3281849,33.36,294
10,55.4761073,10.3281582,33.39,237
11,55.4761010,10.3281293,33.44,238
12,55.4760910,10.3281084,33.42,239
13,55.4760796,10.3280755,33.41,239
14,55.4760712,10.3280522,33.36,238
15,55.4760633,10.3280312,33.38,239
16,55.4760549,10.3280070,33.36,239
17,55.4760473,10.3279829,33.36,239
18,55.4760380,10.3279544,33.39,239
19,55.4760289,10.3279270,33.45,239
20,55.4760209,10.3279034,33.44,239
21,55.4760103,10.3278717,33.45,239
22,55.4760029,10.3278493,33.47,239
23,55.4759952,10.3278258,33.55,239
24,55.4759869,10.3278024,33.61,239
25,55.4759793,10.3277780,33.65,239
26,55.4759709,10.3277544,33.63,239
27,55.4759601,10.3277221,33.63,239
28,55.4759525,10.3276986,33.71,239
29,55.4759416,10.3276680,33.76,239
30,55.4759332,10.3276421,33.87,243
31,55.4759252,10.3276181,33.77,239
32,55.4759152,10.3276187,33.02,211
33,55.4759001,10.3276535,31.52,124
34,55.4758903,10.3276735,30.53,125
35,55.4758811,10.3276960,29.63,124
36,55.4758699,10.3277307,28.34,127
37,55.4758604,10.3277524,27.27,126
38,55.4758511,10.3277746,26.31,125
39,55.4758411,10.3277961,25.29,124
40,55.4758334,10.3278193,24.37,128
41,55.4758233,10.3278419,23.25,126
42,55.4758136,10.3278659,22.26,124
43,55.4758042,10.3278862,21.24,126
44,55.4757947,10.3279103,20.20,126
45,55.4757694,10.3279463,19.30,147
46,55.4756272,10.3280978,18.96,149
47,55.4755795,10.3281474,18.76,142
48,55.4755623,10.3281668,17.91,146
49,55.4755607,10.3281706,16.70,141
50,55.4755610,10.3281674,15.17,146
51,55.4755615,10.3281675,15.10,150
52,55.4755622,10.3281663,14.97,150
